UNSPSC-Code,UNSPSC-Description-eng,UNSPSC-Description-fra,HierarchyLevel-NiveauHierarchique,CommodityType-TypeProduit-eng,CommodityType-TypeProduit-fra,GSINCode-NIBSCode,GSINDescription-NIBSDescription-eng,GSINDescription-NIBSDescription-fra,date-file-published
45141602,"Developing tanks","Cuves à développer",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141603,"Developing tongs","Pinces à développer",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141604,"Photographic print processor","Processeur d'impression photographique",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141605,"Photograph purifier","Purificateur de photos",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141606,"Developing tank reel","Bobine pour cuve à développer",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141607,"Camera obscura","Chambre noire",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141608,"Film squeegee","Racloir à film",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141609,"Film developing machine worktable","Table de travail pour machine de développement de film",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141610,"Photographic timer","Minuterie photographique",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141611,"Photographic processing temperature regulator","Régulateur de température pour traitement photographique",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141612,"Portable darkroom","Chambre noire portative",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
46000000,"Defense and Law Enforcement and Security and Safety Equipment and Supplies","Équipements et fournitures pour la défense, l'application de la loi, la sécurité et la protection",L1,Goods,Biens,N9999,"Miscellaneous Items","Articles divers",2021-05-12
46100000,"Light weapons and ammunition","Armes légères et munitions",L2,Goods,Biens,N1000,Weapons,Armement,2021-05-12
46101500,Firearms,"Armes à feu",L3,Goods,Biens,N1005,"Guns, through 30mm","Bouches à feu jusqu'à 30 mm",2021-05-12
46101501,"Machine guns",Mitrailleuses,L4,Goods,Biens,N1005,"Guns, through 30mm","Bouches à feu jusqu'à 30 mm",2021-05-12
46101502,"Police or security shotguns","Fusils de police et de sécurité à canon lisse",L4,Goods,Biens,N1005,"Guns, through 30mm","Bouches à feu jusqu'à 30 mm",2021-05-12
46101503,"Military rifles","Carabines militaires à canon rayé",L4,Goods,Biens,N1005,"Guns, through 30mm","Bouches à feu jusqu'à 30 mm",2021-05-12
46101504,Handguns,"Armes de poing",L4,Goods,Biens,N1005,"Guns, through 30mm","Bouches à feu jusqu'à 30 mm",2021-05-12
46101505,"Air rifles or air handguns","Armes de poing et carabines à air comprimé",L4,Goods,Biens,N1005,"Guns, through 30mm","Bouches à feu jusqu'à 30 mm",2021-05-12
46101506,"Parts of guns or pistols","Pièces pour fusils ou pistolets",L4,Goods,Biens,N1005,"Guns, through 30mm","Bouches à feu jusqu'à 30 mm",2021-05-12
46101600,Ammunition,Munitions,L3,Goods,Biens,N1305,"Ammunition, through 30mm","Munitions jusqu'à 30 mm",2021-05-12
46101601,"Defense or law enforcement ammunition","Munitions pour la défense et l'application de la loi",L4,Goods,Biens,N1305,"Ammunition, through 30mm","Munitions jusqu'à 30 mm",2021-05-12
46101700,"Ammunition handling systems","Systèmes de manutention de munitions",L3,Goods,Biens,N1398,"Specialized Ammunition Handling and Servicing Equipment","Equipements spécialisés de manutention et de mise en oeuvre de munitions",2021-05-12
46101701,"Tank ammunition handling systems","Systèmes de manutention de munitions de chars",L4,Goods,Biens,N1398,"Specialized Ammunition Handling and Servicing Equipment","Equipements spécialisés de manutention et de mise en oeuvre de munitions",2021-05-12
46101702,"Aircraft ammunition handling systems","Systèmes de manutention de munitions d'avions",L4,Goods,Biens,N1398,"Specialized Ammunition Handling and Servicing Equipment","Equipements spécialisés de manutention et de mise en oeuvre de munitions",2021-05-12
46101703,"Explosive container","Récipient pour explosif",L4,Goods,Biens,N1398,"Specialized Ammunition Handling and Servicing Equipment","Equipements spécialisés de manutention et de mise en oeuvre de munitions",2021-05-12
46101800,"Arms and ammunition accessories","Accessoires pour armes et munitions",L3,Goods,Biens,N1095,"Miscellaneous Weapons","Armes diverses",2021-05-12
46101801,"Gun cases","Étuis de fusil",L4,Goods,Biens,N1095,"Miscellaneous Weapons","Armes diverses",2021-05-12
46101802,"Cartridge belt",Cartouchière,L4,Goods,Biens,N1095,"Miscellaneous Weapons","Armes diverses",2021-05-12
46101900,"Bladed weapons and accessories","Armes blanches et accessoires",L3,Goods,Biens,N1095,"Miscellaneous Weapons","Armes diverses",2021-05-12
46101901,Sword,Épée,L4,Goods,Biens,N1095,"Miscellaneous Weapons","Armes diverses",2021-05-12
46101902,"Military knife or dagger","Couteau ou poignard militaire",L4,Goods,Biens,N1095,"Miscellaneous Weapons","Armes diverses",2021-05-12
46101903,"Bladed weapon accessories","Accessoires pour armes blanches",L4,Goods,Biens,N1095,"Miscellaneous Weapons","Armes diverses",2021-05-12
46110000,"Conventional war weapons","Armes de guerre conventionnelles",L2,Goods,Biens,N1000,Weapons,Armement,2021-05-12
46111500,"Bombs and grenades","Bombes et grenades",L3,Goods,Biens,N1000,Weapons,Armement,2021-05-12
46111501,Grenades,Grenades,L4,Goods,Biens,N1330,Grenades,Grenades,2021-05-12
46111502,Mines,Mines,L4,Goods,Biens,N1325,Bombs,Bombes,2021-05-12
46111503,"Mortar bombs","Obus de mortier",L4,Goods,Biens,N1325,Bombs,Bombes,2021-05-12
46111504,"Abandoned Explosive Ordnance AXO","Explosifs abandonnés",L4,Goods,Biens,N1325,Bombs,Bombes,2021-05-12
46111505,"Explosive remnants of war ERW","Restes explosifs de guerre (REG)",L4,Goods,Biens,N1325,Bombs,Bombes,2021-05-12
46111506,"Unexploded ordnance UXO","Munitions explosives non explosées (UXO)",L4,Goods,Biens,N1325,Bombs,Bombes,2021-05-12
46111600,"Gun systems","Systèmes canon",L3,Goods,Biens,N1000,Weapons,Armement,2021-05-12
46111601,"Chain gun systems","Systèmes Chain Gun",L4,Goods,Biens,N1010,"Guns, over 30mm up to 75mm","Bouches à feu de plus de 30 mm jusqu'à 75 mm (exclu)",2021-05-12
46111602,"Gatling gun systems","Mitrailleuses Gatling",L4,Goods,Biens,N1010,"Guns, over 30mm up to 75mm","Bouches à feu de plus de 30 mm jusqu'à 75 mm (exclu)",2021-05-12
46111700,"Infrared IR sensors","Capteurs infrarouges",L3,Goods,Biens,N1000,Weapons,Armement,2021-05-12
46111701,"Infrared IR coolers","Refroidisseurs infrarouges",L4,Goods,Biens,N1095,"Miscellaneous Weapons","Armes diverses",2021-05-12
46111702,"Infrared IR detectors","Détecteurs infrarouges",L4,Goods,Biens,N1095,"Miscellaneous Weapons","Armes diverses",2021-05-12
46111703,"Infrared IR illuminator","Illuminateur infrarouge (IR)",L4,Goods,Biens,N1095,"Miscellaneous Weapons","Armes diverses",2021-05-12
46111704,"Infrared IR receiver","Receveur infrarouge (IR)",L4,Goods,Biens,N1095,"Miscellaneous Weapons","Armes diverses",2021-05-12
46111705,"Infrared IR telescope","Télescope infrarouge (IR)",L4,Goods,Biens,N1095,"Miscellaneous Weapons","Armes diverses",2021-05-12
46111800,"Naval weapons","Armes navales",L3,Goods,Biens,N1330,Grenades,Grenades,2021-05-12
46111801,Torpedoes,Torpilles,L4,Goods,Biens,N1095,"Miscellaneous Weapons","Armes diverses",2021-05-12
46120000,Missiles,Missiles,L2,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121500,"Guided missiles","Missiles guidés",L3,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121501,"Air to air missiles","Missiles air-air",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121502,"Antiaircraft missiles","Missiles antiaériens",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121503,"Antimissile missiles","Missiles anti-missiles",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121504,"Antiship missiles","Missiles anti-navires",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121505,"Antitank missiles","Missiles anti-chars",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121506,"Ballistic missiles","Missiles balistiques",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121507,"Cruise missiles","Missiles de croisière",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121508,"Surface to air missiles","Missiles sol-air",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121509,"Antiballistic missiles","Missiles anti-missile balistiques",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121510,"Surface to surface missiles","Missiles sol-sol",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121511,"Air to surface missiles","Missiles air-sol",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121512,"Training missiles","Missiles d'entraînement",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121600,"Missile subsystems","Sous-systèmes de missile",L3,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121601,"Electronic safe or arm devices","Dispositifs électroniques de sécurité d'armement et de mise à feu",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121602,"Solid missile boosters","Propulseurs d'appoint de missiles",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121603,"Missile warheads","Ogives de missile",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121604,"Safety pin pullers","Extracteurs de goupille de sûreté",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
46121605,"Jet reaction control assemblies","Assemblages de commande d'orientation par jets de gaz",L4,Goods,Biens,N1336,"Guided Missile Warheads and Explosive Components","Charges militaires de missile et composants explosifs",2021-05-12
